Diatoms,Dinoflagellates,Haptophytes,Cryptophytes,Green_algae,Cyanobacteria
0.03601896247647104,0.007330937145082636,0.0528246005655698,0.03361052712075456,0.031955408708166294,0.03873740478211813
0.046629643179843534,0.0066688434390292095,0.05745130614143039,0.04761153004400466,0.03497737960005045,0.03993633444895146
0.04953360512357073,0.006711324936817684,0.056355197696067914,0.04600797690239398,0.03488849165868359,0.034429684023282246
0.05418675364272945,0.00821048017124515,0.05144193579803062,0.048508448407563846,0.04816045510997193,0.05992057220110899
0.029042912358757948,0.007958793556787275,0.04169969202262954,0.03739969571178263,0.02899801762848459,0.03949472537706608
0.04410511429523989,0.008408342226582127,0.05248369395582834,0.03947157670886894,0.030133266658497544,0.028438387720797317
0.038619495830690326,0.00861310707427862,0.0418591401183355,0.024084443161140796,0.028335188447808773,0.027014909058785584
0.05623494302746505,0.009481850718017465,0.07492706650183524,0.04575985974271614,0.03780622249924068,0.034279594275906385
0.09881690701640473,0.03855742306965543,0.08466893933539346,0.06964764537400718,0.04899553826692749,0.023837640614136082
0.10834734212998522,0.0406597105635193,0.08150324431100843,0.07791814908768525,0.05617279490263949,0.021842574562266116
0.04680821915975073,0.010321146520128527,0.0442312890121867,0.045401602662538024,0.04856294277309445,0.046939610416966863
0.09526985034055292,0.008954879901941853,0.07977297840056465,0.06688312471905797,0.09243344223745187,0.026562641907820338
0.05372813065173582,0.008303061589336302,0.07079839794737676,0.046581705442715345,0.037036760800665605,0.03271325511476036
0.041181630212799664,0.008897487998137846,0.05211169065086188,0.03706680196014976,0.038437391261053784,0.03670041050717193
0.04210152742504473,0.009540688855962529,0.05265709396743508,0.04411102228914455,0.04276182814585939,0.03879649056769469
0.04593260694615021,0.010626033156566211,0.04628328882548165,0.05180123401961754,0.053806855638862304,0.047273106113047296
0.058851397750106414,0.008443410982408972,0.07280152798871575,0.05706121688611394,0.04258955785034989,0.03857978105215391
0.028048228108795883,0.008869416113404305,0.03721713146286672,0.03649447345558578,0.03338070392071993,0.031125474332066954
0.08761307844491187,0.01706030128330263,0.06785780539814394,0.07697001434542568,0.048785103927236666,0.05560796555240681
0.020119506809476873,0.007254274901611471,0.038610444940742866,0.03159423174580106,0.026039942763609037,0.03549017062036298
